"id","name","french_name","norm_name","norm_french_name","country_code","postal_code","zone1","zone2","lat","lng","note","url_unique"
"43314","Gibiley",,"gibiley",,"ES","04691","0","0","37.45706","-1.97347","0","-1"
"43315","Gilma",,"gilma",,"ES","04549","0","0","37.18030","-2.67556","0","-1"
"43316","Ginte",,"ginte",,"ES","04820","0","0","37.60036","-2.00773","0","-1"
"43317","Gochar",,"gochar",,"ES","04279","0","0","37.12840","-2.13549","0","-1"
"43318","Goñar",,"gonar",,"ES","04690","0","0","37.49237","-1.87808","0","-1"
"43319","Graj",,"graj",,"ES","04838","0","0","37.74068","-2.20563","0","-1"
"43320","Grima",,"grima",,"ES","04619","0","0","37.33294","-1.75778","0","-1"
"43321","Guainos Altos",,"guainos-altos",,"ES","04778","0","0","36.75968","-3.06506","0","-1"
"43322","Guainos Bajos",,"guainos-bajos",,"ES","04778","0","0","36.74741","-3.07255","0","-1"
"43323","Guarros",,"guarros",,"ES","04479","0","0","37.00485","-2.94335","0","-1"
"43324","Guazamara",,"guazamara",,"ES","04647","0","0","37.34773","-1.77905","0","-1"
"43325","Gurrias",,"gurrias",,"ES","04770","0","0","36.78506","-3.12238","0","-1"
"43326","Herradura",,"herradura",,"ES","04277","0","0","37.05285","-2.00747","0","-1"
"43327","Higueral",,"higueral",,"ES","04887","0","0","37.38591","-2.49845","0","-1"
"43328","Hirmes",,"hirmes",,"ES","04769","0","0","36.89217","-2.99867","0","-1"
"43329","Hornillos",,"hornillos",,"ES","04116","0","0","36.88774","-2.08483","0","-1"
