"id","name","french_name","norm_name","norm_french_name","country_code","postal_code","zone1","zone2","lat","lng","note","url_unique"
"127638","Brigachtal",,"brigachtal",,"DE","78086","0","0","48.00668","8.46678","0","-1"
"127639","Dauchingen",,"dauchingen",,"DE","78083","0","0","48.09019","8.55116","0","-1"
"127640","Donaueschingen",,"donaueschingen",,"DE","78166","0","0","47.95497","8.49093","0","-1"
"127641","Ebersteinerhof",,"ebersteinerhof",,"DE","78083","0","0","48.11034","8.53858","0","-1"
"127642","Furtwangen im Schwarzwald",,"furtwangen-im-schwarzwald",,"DE","78120","0","0","48.05164","8.20554","0","-1"
"127643","Gütenbach",,"gutenbach",,"DE","78148","0","0","48.04479","8.13912","0","-1"
"127644","Hüfingen",,"hufingen",,"DE","78183","0","0","47.92375","8.48877","0","-1"
"127645","Königsfeld im Schwarzwald",,"konigsfeld-im-schwarzwald",,"DE","78126","0","0","48.13945","8.42179","0","-1"
"127646","Mönchweiler",,"monchweiler",,"DE","78087","0","0","48.10340","8.42343","0","-1"
"127647","Niedereschach",,"niedereschach",,"DE","78078","0","0","48.13183","8.52774","0","-1"
"127648","Sankt Georgen im Schwarzwald",,"sankt-georgen-im-schwarzwald",,"DE","78112","0","0","48.12279","8.33399","0","-1"
"127649","Schonach im Schwarzwald",,"schonach-im-schwarzwald",,"DE","78136","0","0","48.14261","8.19959","0","-1"
"127650","Schönwald im Schwarzwald",,"schonwald-im-schwarzwald",,"DE","78141","0","0","48.10113","8.20129","0","-1"
"127651","Schoren",,"schoren",,"DE","78112","0","0","48.12297","8.38997","0","-1"
"127652","Triberg im Schwarzwald",,"triberg-im-schwarzwald",,"DE","78098","0","0","48.12993","8.23131","0","-1"
"127653","Tuningen",,"tuningen",,"DE","78609","0","0","48.02688","8.60209","0","-1"
"127654","Unterkirnach",,"unterkirnach",,"DE","78089","0","0","48.07831","8.36664","0","-1"
"127655","Villingen-Schwenningen",,"villingen-schwenningen",,"DE","78048","0","0","48.07418","8.43962","0","-1"
"127656","Vöhrenbach",,"vohrenbach",,"DE","78147","0","0","48.04525","8.30486","0","-1"
"127657","Aldingen",,"aldingen",,"DE","78554","0","0","48.09415","8.70391","0","-1"
"127658","Balgheim",,"balgheim",,"DE","78582","0","0","48.06615","8.76204","0","-1"
"127659","Bärenthal",,"barenthal",,"DE","78580","0","0","48.07374","8.92764","0","-1"
"127660","Böttingen",,"bottingen",,"DE","78583","0","0","48.09956","8.80540","0","-1"
"127661","Bubsheim",,"bubsheim",,"DE","78585","0","0","48.12025","8.82984","0","-1"
"127662","Buchheim",,"buchheim",,"DE","88637","0","0","48.01071","8.98678","0","-1"
"127663","Deilingen",,"deilingen",,"DE","78586","0","0","48.17439","8.78505","0","-1"
"127664","Denkingen",,"denkingen",,"DE","78588","0","0","48.10850","8.73561","0","-1"
"127665","Dürbheim",,"durbheim",,"DE","78589","0","0","48.05646","8.79330","0","-1"
"127666","Durchhausen",,"durchhausen",,"DE","78591","0","0","48.03943","8.67525","0","-1"
"127667","Egesheim",,"egesheim",,"DE","78592","0","0","48.11598","8.85621","0","-1"
"127668","Emmingen-Liptingen",,"emmingen-liptingen",,"DE","78576","0","0","47.92751","8.85302","0","-1"
"127669","Erlenmühle",,"erlenmuhle",,"DE","78554","0","0","48.10660","8.70007","0","-1"
"127670","Fridingen an der Donau",,"fridingen-an-der-donau",,"DE","78567","0","0","48.02173","8.93343","0","-1"
"127671","Frittlingen",,"frittlingen",,"DE","78665","0","0","48.12742","8.70988","0","-1"
"127672","Geisingen",,"geisingen",,"DE","78187","0","0","47.92408","8.65077","0","-1"
"127673","Gosheim",,"gosheim",,"DE","78559","0","0","48.13567","8.75281","0","-1"
"127674","Gunningen",,"gunningen",,"DE","78594","0","0","48.04530","8.69950","0","-1"
"127675","Hammer",,"hammer",,"DE","78580","0","0","49.02073","9.45847","0","-1"
"127676","Hausen ob Verena",,"hausen-ob-verena",,"DE","78595","0","0","48.05347","8.72193","0","-1"
"127677","Immendingen",,"immendingen",,"DE","78194","0","0","47.93823","8.73475","0","-1"
"127678","Irndorf",,"irndorf",,"DE","78597","0","0","48.06638","8.97177","0","-1"
"127679","Kolbingen",,"kolbingen",,"DE","78600","0","0","48.05397","8.89117","0","-1"
"127680","Königsheim",,"konigsheim",,"DE","78598","0","0","48.10085","8.86175","0","-1"
"127681","Mahlstetten",,"mahlstetten",,"DE","78601","0","0","48.07551","8.83609","0","-1"
"127682","Michelhölzle",,"michelholzle",,"DE","78554","0","0","48.11130","8.69699","0","-1"
"127683","Mühlheim an der Donau",,"muhlheim-an-der-donau",,"DE","78570","0","0","48.02321","8.88818","0","-1"
"127684","Neuhausen ob Eck",,"neuhausen-ob-eck",,"DE","78579","0","0","47.97346","8.92702","0","-1"
"127685","Reichenbach am Heuberg",,"reichenbach-am-heuberg",,"DE","78564","0","0","48.13076","8.84195","0","-1"
"127686","Renquishausen",,"renquishausen",,"DE","78603","0","0","48.08312","8.89484","0","-1"
"127687","Rietheim-Weilheim",,"rietheim-weilheim",,"DE","78604","0","0","48.02360","8.77389","0","-1"
"127688","Scheuerlehof",,"scheuerlehof",,"DE","78567","0","0","48.01225","8.95345","0","-1"
"127689","Seitingen-Oberflacht",,"seitingen-oberflacht",,"DE","78606","0","0","48.01898","8.72586","0","-1"
"127690","Spaichingen",,"spaichingen",,"DE","78549","0","0","48.07277","8.73974","0","-1"
"127691","Talheim",,"talheim",,"DE","78607","0","0","48.01043","8.66251","0","-1"
"127692","Trossingen",,"trossingen",,"DE","78647","0","0","48.07662","8.64512","0","-1"
"127693","Tuttlingen",,"tuttlingen",,"DE","78532","0","0","47.98941","8.79958","0","-1"
"127694","Wehingen",,"wehingen",,"DE","78564","0","0","48.14497","8.79013","0","-1"
"127695","Wurmlingen",,"wurmlingen",,"DE","78573","0","0","48.00500","8.78004","0","-1"
"127696","Albbruck",,"albbruck",,"DE","79774","0","0","47.59066","8.12810","0","-1"
